SubscriptionName,SubscriptionGuid,Date,ResourceGuid,,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-02-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-03-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-04-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0.000003
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-05-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0.000024
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-06-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0.000024
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-07-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0.000004
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-08-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-09-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-10-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-11-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-12-2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/13/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/14/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/15/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/16/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/17/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/18/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/19/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/20/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/21/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/22/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/23/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/24/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/25/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/26/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/27/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/28/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/29/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/30/2025,c785253a-41e5-4b5c-98f5-41d74e2ed6d9,Azure Cosmos DB,All,IN Central,Data Stored,4.8E-05,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-01-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-02-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-03-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-04-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-05-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-06-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-07-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-08-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-09-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-10-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-11-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-12-2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/13/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/14/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/15/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/16/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/17/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/18/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/19/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/20/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/21/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/22/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/23/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/24/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/25/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/26/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/27/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/28/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/29/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/30/2025,acf575e3-9a0e-4471-9ddb-48ae53ea80d3,Azure App Service,Basic Plan,IN Central,B2 App,24,3.96
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-01-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-02-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-03-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-04-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-05-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-06-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-07-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-08-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-09-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-10-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-11-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-12-2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/13/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/14/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/15/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/16/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/17/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/18/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/19/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/20/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/21/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/22/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/23/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/24/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/25/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/26/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/27/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/28/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/29/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/30/2025,5c7a80d0-80f2-45f7-9135-4b4ac42adf49,Storage,Tiered Block Blob,IN Central,Hot LRS Data Stored,0.000336,0
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-01-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-02-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-03-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-04-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-05-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-06-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-07-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-08-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-09-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-10-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-11-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-12-2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/13/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/14/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/15/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/16/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/17/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/18/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/19/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/20/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/21/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/22/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/23/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/24/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/25/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/26/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/27/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/28/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/29/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11/30/2025,5909273e-c5d4-41c8-afba-506e73d33ece,Storage,Standard SSD Managed Disks,IN Central,E4 LRS Disk,0.033336,0.088008
Actin-Azure Sponsorship,c27e8e3c-43a4-4c60-a0e1-73fafa80b8fa,11-01-2025,ce957933-8287-4f8b-83ee-53a5cbe056d9,Storage,Standard SSD Managed Disks,All,E4 LRS Disk Operations,10.3723,0.020746
